silicene a=2.1834
400 atoms

1 atom types

0 65.502 xlo xhi
0 37.8176 ylo yhi
-10 10 zlo zhi

Masses

1 28.085

Atoms

1 1 0 0 0 -0.3335
2 1 0 1.0917 1.89088 0.3335
3 1 0 3.2751 1.89088 -0.3335
4 1 0 4.3668 0 0.3335
5 1 0 0 3.78176 -0.3335
6 1 0 1.0917 5.67264 0.3335
7 1 0 3.2751 5.67264 -0.3335
8 1 0 4.3668 3.78176 0.3335
9 1 0 0 7.56352 -0.3335
10 1 0 1.0917 9.4544 0.3335
11 1 0 3.2751 9.4544 -0.3335
12 1 0 4.3668 7.56352 0.3335
13 1 0 0 11.3453 -0.3335
14 1 0 1.0917 13.2362 0.3335
15 1 0 3.2751 13.2362 -0.3335
16 1 0 4.3668 11.3453 0.3335
17 1 0 0 15.127 -0.3335
18 1 0 1.0917 17.0179 0.3335
19 1 0 3.2751 17.0179 -0.3335
20 1 0 4.3668 15.127 0.3335
21 1 0 0 18.9088 -0.3335
22 1 0 1.0917 20.7997 0.3335
23 1 0 3.2751 20.7997 -0.3335
24 1 0 4.3668 18.9088 0.3335
25 1 0 0 22.6906 -0.3335
26 1 0 1.0917 24.5814 0.3335
27 1 0 3.2751 24.5814 -0.3335
28 1 0 4.3668 22.6906 0.3335
29 1 0 0 26.4723 -0.3335
30 1 0 1.0917 28.3632 0.3335
31 1 0 3.2751 28.3632 -0.3335
32 1 0 4.3668 26.4723 0.3335
33 1 0 0 30.2541 -0.3335
34 1 0 1.0917 32.145 0.3335
35 1 0 3.2751 32.145 -0.3335
36 1 0 4.3668 30.2541 0.3335
37 1 0 0 34.0358 -0.3335
38 1 0 1.0917 35.9267 0.3335
39 1 0 3.2751 35.9267 -0.3335
40 1 0 4.3668 34.0358 0.3335
41 1 0 6.5502 0 -0.3335
42 1 0 7.6419 1.89088 0.3335
43 1 0 9.8253 1.89088 -0.3335
44 1 0 10.917 0 0.3335
45 1 0 6.5502 3.78176 -0.3335
46 1 0 7.6419 5.67264 0.3335
47 1 0 9.8253 5.67264 -0.3335
48 1 0 10.917 3.78176 0.3335
49 1 0 6.5502 7.56352 -0.3335
50 1 0 7.6419 9.4544 0.3335
51 1 0 9.8253 9.4544 -0.3335
52 1 0 10.917 7.56352 0.3335
53 1 0 6.5502 11.3453 -0.3335
54 1 0 7.6419 13.2362 0.3335
55 1 0 9.8253 13.2362 -0.3335
56 1 0 10.917 11.3453 0.3335
57 1 0 6.5502 15.127 -0.3335
58 1 0 7.6419 17.0179 0.3335
59 1 0 9.8253 17.0179 -0.3335
60 1 0 10.917 15.127 0.3335
61 1 0 6.5502 18.9088 -0.3335
62 1 0 7.6419 20.7997 0.3335
63 1 0 9.8253 20.7997 -0.3335
64 1 0 10.917 18.9088 0.3335
65 1 0 6.5502 22.6906 -0.3335
66 1 0 7.6419 24.5814 0.3335
67 1 0 9.8253 24.5814 -0.3335
68 1 0 10.917 22.6906 0.3335
69 1 0 6.5502 26.4723 -0.3335
70 1 0 7.6419 28.3632 0.3335
71 1 0 9.8253 28.3632 -0.3335
72 1 0 10.917 26.4723 0.3335
73 1 0 6.5502 30.2541 -0.3335
74 1 0 7.6419 32.145 0.3335
75 1 0 9.8253 32.145 -0.3335
76 1 0 10.917 30.2541 0.3335
77 1 0 6.5502 34.0358 -0.3335
78 1 0 7.6419 35.9267 0.3335
79 1 0 9.8253 35.9267 -0.3335
80 1 0 10.917 34.0358 0.3335
81 1 0 13.1004 0 -0.3335
82 1 0 14.1921 1.89088 0.3335
83 1 0 16.3755 1.89088 -0.3335
84 1 0 17.4672 0 0.3335
85 1 0 13.1004 3.78176 -0.3335
86 1 0 14.1921 5.67264 0.3335
87 1 0 16.3755 5.67264 -0.3335
88 1 0 17.4672 3.78176 0.3335
89 1 0 13.1004 7.56352 -0.3335
90 1 0 14.1921 9.4544 0.3335
91 1 0 16.3755 9.4544 -0.3335
92 1 0 17.4672 7.56352 0.3335
93 1 0 13.1004 11.3453 -0.3335
94 1 0 14.1921 13.2362 0.3335
95 1 0 16.3755 13.2362 -0.3335
96 1 0 17.4672 11.3453 0.3335
97 1 0 13.1004 15.127 -0.3335
98 1 0 14.1921 17.0179 0.3335
99 1 0 16.3755 17.0179 -0.3335
100 1 0 17.4672 15.127 0.3335
101 1 0 13.1004 18.9088 -0.3335
102 1 0 14.1921 20.7997 0.3335
103 1 0 16.3755 20.7997 -0.3335
104 1 0 17.4672 18.9088 0.3335
105 1 0 13.1004 22.6906 -0.3335
106 1 0 14.1921 24.5814 0.3335
107 1 0 16.3755 24.5814 -0.3335
108 1 0 17.4672 22.6906 0.3335
109 1 0 13.1004 26.4723 -0.3335
110 1 0 14.1921 28.3632 0.3335
111 1 0 16.3755 28.3632 -0.3335
112 1 0 17.4672 26.4723 0.3335
113 1 0 13.1004 30.2541 -0.3335
114 1 0 14.1921 32.145 0.3335
115 1 0 16.3755 32.145 -0.3335
116 1 0 17.4672 30.2541 0.3335
117 1 0 13.1004 34.0358 -0.3335
118 1 0 14.1921 35.9267 0.3335
119 1 0 16.3755 35.9267 -0.3335
120 1 0 17.4672 34.0358 0.3335
121 1 0 19.6506 0 -0.3335
122 1 0 20.7423 1.89088 0.3335
123 1 0 22.9257 1.89088 -0.3335
124 1 0 24.0174 0 0.3335
125 1 0 19.6506 3.78176 -0.3335
126 1 0 20.7423 5.67264 0.3335
127 1 0 22.9257 5.67264 -0.3335
128 1 0 24.0174 3.78176 0.3335
129 1 0 19.6506 7.56352 -0.3335
130 1 0 20.7423 9.4544 0.3335
131 1 0 22.9257 9.4544 -0.3335
132 1 0 24.0174 7.56352 0.3335
133 1 0 19.6506 11.3453 -0.3335
134 1 0 20.7423 13.2362 0.3335
135 1 0 22.9257 13.2362 -0.3335
136 1 0 24.0174 11.3453 0.3335
137 1 0 19.6506 15.127 -0.3335
138 1 0 20.7423 17.0179 0.3335
139 1 0 22.9257 17.0179 -0.3335
140 1 0 24.0174 15.127 0.3335
141 1 0 19.6506 18.9088 -0.3335
